full_name,bioguide_id,govtrack_id,pct,birthday,gender,election_date,party,senate_class,stage,cycle,start_date,end_date,congressional,bills-introduced,name,bills-with-companion,cosponsored,cosponsors,ideology,leadership,missed-votes
Rick Scott,S001217,412838,44.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-02-01,2018-02-04,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,46.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-09-07,2018-09-09,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,45.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-08-29,2018-08-30,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,41.6,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-02-18,2018-02-24,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,38.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-02-23,2018-02-25,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,42.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-02-23,2018-02-26,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,43.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-02-12,2018-03-05,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,43.3,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-03-01,2018-03-07,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,47.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-03-10,2018-03-13,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,40.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-02-26,2018-03-19,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,44.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-04-10,2018-04-11,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,45.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-05-04,2018-05-07,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,44.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-05-04,2018-05-07,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,40.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-05-29,2018-05-30,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,39.5,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-05-25,2018-05-31,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,48.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-05-25,2018-06-04,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,40.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-05-31,2018-06-15,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,46.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-06-18,2018-06-19,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,45.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-06-17,2018-06-21,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,46.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-06-19,2018-06-22,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,47.3,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-08-29,2018-08-30,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,47.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-08-29,2018-08-30,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
Rick Scott,S001217,412838,45.0,1952-12-01,M,2018-11-06,Republican,1.0,general,2018,2018-08-16,2018-08-20,116,49.0,b'Scott',14.0,340.0,313.0,0.6088764794766894,0.4953823915733168,1.944
