poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,party,answer,candidate_id,candidate_name,pct
86478,1801,Florida Atlantic University/Mainstreet Research,"","",Florida Atlantic University Political Communication and Public Opinion Research Lab/Mainstreet Research,770,Florida Atlantic University Political Communication and Public Opinion Research Lab/Mainstreet Research,,IVR/Text-to-Web,6.0,Ohio,3/13/24,3/13/24,,"",,,"",,194699,705,lv,,lv,,3/16/24 14:30,"",https://www.faupolling.com/march162024/,"",,,9526,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Brown,31033,Sherrod Brown,47.4
86478,1801,Florida Atlantic University/Mainstreet Research,"","",Florida Atlantic University Political Communication and Public Opinion Research Lab/Mainstreet Research,770,Florida Atlantic University Political Communication and Public Opinion Research Lab/Mainstreet Research,,IVR/Text-to-Web,6.0,Ohio,3/13/24,3/13/24,,"",,,"",,194699,705,lv,,lv,,3/16/24 14:30,"",https://www.faupolling.com/march162024/,"",,,9526,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Moreno,31036,Bernie Moreno,36.3
86478,1801,Florida Atlantic University/Mainstreet Research,"","",Florida Atlantic University Political Communication and Public Opinion Research Lab/Mainstreet Research,770,Florida Atlantic University Political Communication and Public Opinion Research Lab/Mainstreet Research,,IVR/Text-to-Web,6.0,Ohio,3/13/24,3/13/24,,"",,,"",,194700,705,lv,,lv,,3/16/24 14:30,"",https://www.faupolling.com/march162024/,"",,,9526,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Brown,31033,Sherrod Brown,48.0
86478,1801,Florida Atlantic University/Mainstreet Research,"","",Florida Atlantic University Political Communication and Public Opinion Research Lab/Mainstreet Research,770,Florida Atlantic University Political Communication and Public Opinion Research Lab/Mainstreet Research,,IVR/Text-to-Web,6.0,Ohio,3/13/24,3/13/24,,"",,,"",,194700,705,lv,,lv,,3/16/24 14:30,"",https://www.faupolling.com/march162024/,"",,,9526,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,LaRose,31035,Frank LaRose,36.5
86470,1102,Emerson,"656,960,1185",WHTM-TV | The Hill | Nexstar,Emerson College,88,Emerson College,A-,IVR/Online Panel/Text-to-Web/Email,7.0,Pennsylvania,3/10/24,3/13/24,,"",,,"",,194631,1000,rv,,rv,,3/14/24 09:39,"",https://emersoncollegepolling.com/pennsylvania-2024-poll-trump-47-biden-43/,"",,,9527,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Casey,30990,Robert P. Casey Jr.,52.3
86470,1102,Emerson,"656,960,1185",WHTM-TV | The Hill | Nexstar,Emerson College,88,Emerson College,A-,IVR/Online Panel/Text-to-Web/Email,7.0,Pennsylvania,3/10/24,3/13/24,,"",,,"",,194631,1000,rv,,rv,,3/14/24 09:39,"",https://emersoncollegepolling.com/pennsylvania-2024-poll-trump-47-biden-43/,"",,,9527,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,McCormick,30991,David McCormick,47.7
86474,1516,East Carolina University,"","",East Carolina University Center for Survey Research,523,East Carolina University Center for Survey Research,B/C,IVR/Online Panel/Text-to-Web,7.0,Ohio,3/8/24,3/11/24,,"",,,"",,194663,1298,lv,,lv,,3/15/24 11:40,"",https://surveyresearch-ecu.reportablenews.com/pr/matt-dolan-holds-narrow-lead-over-bernie-moreno-in-ohio-senate-republican-primary-frank-larose-in-third-place-general-election-matchups-with-sherrod-brown-competitive-trump-leads-biden-by-10-points,"",,,9526,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Brown,31033,Sherrod Brown,41.1
86474,1516,East Carolina University,"","",East Carolina University Center for Survey Research,523,East Carolina University Center for Survey Research,B/C,IVR/Online Panel/Text-to-Web,7.0,Ohio,3/8/24,3/11/24,,"",,,"",,194663,1298,lv,,lv,,3/15/24 11:40,"",https://surveyresearch-ecu.reportablenews.com/pr/matt-dolan-holds-narrow-lead-over-bernie-moreno-in-ohio-senate-republican-primary-frank-larose-in-third-place-general-election-matchups-with-sherrod-brown-competitive-trump-leads-biden-by-10-points,"",,,9526,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Dolan,31034,Matthew J. Dolan,43.1
86474,1516,East Carolina University,"","",East Carolina University Center for Survey Research,523,East Carolina University Center for Survey Research,B/C,IVR/Online Panel/Text-to-Web,7.0,Ohio,3/8/24,3/11/24,,"",,,"",,194664,1298,lv,,lv,,3/15/24 11:40,"",https://surveyresearch-ecu.reportablenews.com/pr/matt-dolan-holds-narrow-lead-over-bernie-moreno-in-ohio-senate-republican-primary-frank-larose-in-third-place-general-election-matchups-with-sherrod-brown-competitive-trump-leads-biden-by-10-points,"",,,9526,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Brown,31033,Sherrod Brown,44.6
86474,1516,East Carolina University,"","",East Carolina University Center for Survey Research,523,East Carolina University Center for Survey Research,B/C,IVR/Online Panel/Text-to-Web,7.0,Ohio,3/8/24,3/11/24,,"",,,"",,194664,1298,lv,,lv,,3/15/24 11:40,"",https://surveyresearch-ecu.reportablenews.com/pr/matt-dolan-holds-narrow-lead-over-bernie-moreno-in-ohio-senate-republican-primary-frank-larose-in-third-place-general-election-matchups-with-sherrod-brown-competitive-trump-leads-biden-by-10-points,"",,,9526,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,LaRose,31035,Frank LaRose,39.8
86474,1516,East Carolina University,"","",East Carolina University Center for Survey Research,523,East Carolina University Center for Survey Research,B/C,IVR/Online Panel/Text-to-Web,7.0,Ohio,3/8/24,3/11/24,,"",,,"",,194665,1298,lv,,lv,,3/15/24 11:40,"",https://surveyresearch-ecu.reportablenews.com/pr/matt-dolan-holds-narrow-lead-over-bernie-moreno-in-ohio-senate-republican-primary-frank-larose-in-third-place-general-election-matchups-with-sherrod-brown-competitive-trump-leads-biden-by-10-points,"",,,9526,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Brown,31033,Sherrod Brown,44.6
86474,1516,East Carolina University,"","",East Carolina University Center for Survey Research,523,East Carolina University Center for Survey Research,B/C,IVR/Online Panel/Text-to-Web,7.0,Ohio,3/8/24,3/11/24,,"",,,"",,194665,1298,lv,,lv,,3/15/24 11:40,"",https://surveyresearch-ecu.reportablenews.com/pr/matt-dolan-holds-narrow-lead-over-bernie-moreno-in-ohio-senate-republican-primary-frank-larose-in-third-place-general-election-matchups-with-sherrod-brown-competitive-trump-leads-biden-by-10-points,"",,,9526,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Moreno,31036,Bernie Moreno,40.5
86469,460,SurveyUSA,2103,Ohio Northern University,SurveyUSA,325,SurveyUSA,A+,Online Panel,8.0,Ohio,3/6/24,3/11/24,,"",,,"",,194632,1241,rv,,rv,,3/14/24 09:39,"",https://www.onu.edu/northern-poll,"",,,9526,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Brown,31033,Sherrod Brown,43.0
86469,460,SurveyUSA,2103,Ohio Northern University,SurveyUSA,325,SurveyUSA,A+,Online Panel,8.0,Ohio,3/6/24,3/11/24,,"",,,"",,194632,1241,rv,,rv,,3/14/24 09:39,"",https://www.onu.edu/northern-poll,"",,,9526,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Moreno,31036,Bernie Moreno,37.0
86469,460,SurveyUSA,2103,Ohio Northern University,SurveyUSA,325,SurveyUSA,A+,Online Panel,8.0,Ohio,3/6/24,3/11/24,,"",,,"",,194633,1241,rv,,rv,,3/14/24 09:39,"",https://www.onu.edu/northern-poll,"",,,9526,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Brown,31033,Sherrod Brown,42.0
86469,460,SurveyUSA,2103,Ohio Northern University,SurveyUSA,325,SurveyUSA,A+,Online Panel,8.0,Ohio,3/6/24,3/11/24,,"",,,"",,194633,1241,rv,,rv,,3/14/24 09:39,"",https://www.onu.edu/northern-poll,"",,,9526,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Dolan,31034,Matthew J. Dolan,39.0
86469,460,SurveyUSA,2103,Ohio Northern University,SurveyUSA,325,SurveyUSA,A+,Online Panel,8.0,Ohio,3/6/24,3/11/24,,"",,,"",,194634,1241,rv,,rv,,3/14/24 09:39,"",https://www.onu.edu/northern-poll,"",,,9526,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Brown,31033,Sherrod Brown,44.0
86469,460,SurveyUSA,2103,Ohio Northern University,SurveyUSA,325,SurveyUSA,A+,Online Panel,8.0,Ohio,3/6/24,3/11/24,,"",,,"",,194634,1241,rv,,rv,,3/14/24 09:39,"",https://www.onu.edu/northern-poll,"",,,9526,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,LaRose,31035,Frank LaRose,36.0
86461,1102,Emerson,"293,960,1185,2057,2101,2102",WCMH-TV Columbus | The Hill | Nexstar | Fox 8 (WJW) | WKBN-TV | WDTN,Emerson College,88,Emerson College,A-,IVR/Online Panel/Text-to-Web/Email,7.0,Ohio,3/7/24,3/10/24,,"",,,"",,194548,1300,rv,,rv,,3/13/24 10:05,"",https://emersoncollegepolling.com/ohio-2024-poll-dolan-26-moreno-23-larose-16-32-undecided-in-gop-primary/,"",,,9526,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Brown,31033,Sherrod Brown,37.0
86461,1102,Emerson,"293,960,1185,2057,2101,2102",WCMH-TV Columbus | The Hill | Nexstar | Fox 8 (WJW) | WKBN-TV | WDTN,Emerson College,88,Emerson College,A-,IVR/Online Panel/Text-to-Web/Email,7.0,Ohio,3/7/24,3/10/24,,"",,,"",,194548,1300,rv,,rv,,3/13/24 10:05,"",https://emersoncollegepolling.com/ohio-2024-poll-dolan-26-moreno-23-larose-16-32-undecided-in-gop-primary/,"",,,9526,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Dolan,31034,Matthew J. Dolan,34.0
86461,1102,Emerson,"293,960,1185,2057,2101,2102",WCMH-TV Columbus | The Hill | Nexstar | Fox 8 (WJW) | WKBN-TV | WDTN,Emerson College,88,Emerson College,A-,IVR/Online Panel/Text-to-Web/Email,7.0,Ohio,3/7/24,3/10/24,,"",,,"",,194549,1300,rv,,rv,,3/13/24 10:05,"",https://emersoncollegepolling.com/ohio-2024-poll-dolan-26-moreno-23-larose-16-32-undecided-in-gop-primary/,"",,,9526,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Brown,31033,Sherrod Brown,38.6
86461,1102,Emerson,"293,960,1185,2057,2101,2102",WCMH-TV Columbus | The Hill | Nexstar | Fox 8 (WJW) | WKBN-TV | WDTN,Emerson College,88,Emerson College,A-,IVR/Online Panel/Text-to-Web/Email,7.0,Ohio,3/7/24,3/10/24,,"",,,"",,194549,1300,rv,,rv,,3/13/24 10:05,"",https://emersoncollegepolling.com/ohio-2024-poll-dolan-26-moreno-23-larose-16-32-undecided-in-gop-primary/,"",,,9526,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,LaRose,31035,Frank LaRose,32.8
86461,1102,Emerson,"293,960,1185,2057,2101,2102",WCMH-TV Columbus | The Hill | Nexstar | Fox 8 (WJW) | WKBN-TV | WDTN,Emerson College,88,Emerson College,A-,IVR/Online Panel/Text-to-Web/Email,7.0,Ohio,3/7/24,3/10/24,,"",,,"",,194550,1300,rv,,rv,,3/13/24 10:05,"",https://emersoncollegepolling.com/ohio-2024-poll-dolan-26-moreno-23-larose-16-32-undecided-in-gop-primary/,"",,,9526,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Brown,31033,Sherrod Brown,38.7
86461,1102,Emerson,"293,960,1185,2057,2101,2102",WCMH-TV Columbus | The Hill | Nexstar | Fox 8 (WJW) | WKBN-TV | WDTN,Emerson College,88,Emerson College,A-,IVR/Online Panel/Text-to-Web/Email,7.0,Ohio,3/7/24,3/10/24,,"",,,"",,194550,1300,rv,,rv,,3/13/24 10:05,"",https://emersoncollegepolling.com/ohio-2024-poll-dolan-26-moreno-23-larose-16-32-undecided-in-gop-primary/,"",,,9526,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Moreno,31036,Bernie Moreno,34.1
86324,1056,Remington,421,Missouri Scout,Remington Research Group,279,Remington Research Group,B,IVR,7.0,Missouri,3/6/24,3/8/24,,"",,,"",,194295,713,lv,,lv,,3/11/24 15:39,"",https://moscout.com/daily-updates-1/2024/3/9/moscout-weekender-statewide-poll-hallway-on-ethics-outcome-who-won-the-week-and-more,"",,,9518,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Kunce,31066,Lucas Kunce,39.0
86324,1056,Remington,421,Missouri Scout,Remington Research Group,279,Remington Research Group,B,IVR,7.0,Missouri,3/6/24,3/8/24,,"",,,"",,194295,713,lv,,lv,,3/11/24 15:39,"",https://moscout.com/daily-updates-1/2024/3/9/moscout-weekender-statewide-poll-hallway-on-ethics-outcome-who-won-the-week-and-more,"",,,9518,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Hawley,31067,Josh Hawley,53.0
86468,1800,Noble Predictive Insights,"","",Noble Predictive Insights,235,Noble Predictive Insights,B/C,Online Panel,6.0,Nevada,2/27/24,3/5/24,,"",,,"",,194753,829,rv,,rv,,3/19/24 12:31,"",https://www.noblepredictiveinsights.com/post/rosen-leads-republicans-but-there-are-deep-signs-of-uncertainty,"",,,9521,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Rosen,31010,Jacky Rosen,41.0
86468,1800,Noble Predictive Insights,"","",Noble Predictive Insights,235,Noble Predictive Insights,B/C,Online Panel,6.0,Nevada,2/27/24,3/5/24,,"",,,"",,194753,829,rv,,rv,,3/19/24 12:31,"",https://www.noblepredictiveinsights.com/post/rosen-leads-republicans-but-there-are-deep-signs-of-uncertainty,"",,,9521,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Brown,31105,Sam Brown,35.0
86468,1800,Noble Predictive Insights,"","",Noble Predictive Insights,235,Noble Predictive Insights,B/C,Online Panel,6.0,Nevada,2/27/24,3/5/24,,"",,,"",,194754,829,rv,,rv,,3/19/24 12:31,"",https://www.noblepredictiveinsights.com/post/rosen-leads-republicans-but-there-are-deep-signs-of-uncertainty,"",,,9521,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Rosen,31010,Jacky Rosen,43.0
86468,1800,Noble Predictive Insights,"","",Noble Predictive Insights,235,Noble Predictive Insights,B/C,Online Panel,6.0,Nevada,2/27/24,3/5/24,,"",,,"",,194754,829,rv,,rv,,3/19/24 12:31,"",https://www.noblepredictiveinsights.com/post/rosen-leads-republicans-but-there-are-deep-signs-of-uncertainty,"",,,9521,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Marchant,31012,James Carl Marchant,34.0
86296,1102,Emerson,"960,1185",The Hill | Nexstar,Emerson College,88,Emerson College,A-,Online Panel/Email/Text-to-Web,7.0,Montana,2/26/24,3/2/24,,"",,,"",,194146,1000,rv,,rv,,3/6/24 10:39,"",https://emersoncollegepolling.com/montana-2024-poll-u-s-senate-tester-44-sheehy-42/,"",,,9519,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Tester,30959,Jon Tester,44.0
86296,1102,Emerson,"960,1185",The Hill | Nexstar,Emerson College,88,Emerson College,A-,Online Panel/Email/Text-to-Web,7.0,Montana,2/26/24,3/2/24,,"",,,"",,194146,1000,rv,,rv,,3/6/24 10:39,"",https://emersoncollegepolling.com/montana-2024-poll-u-s-senate-tester-44-sheehy-42/,"",,,9519,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Sheehy,31060,Tim Sheehy,42.4
86279,383,PPP,32,Emily's List,Public Policy Polling,263,Public Policy Polling,A-,IVR/Text,4.0,Florida,2/29/24,3/1/24,,"",,,"",,194100,790,v,,v,,3/5/24 09:52,"",https://thehill.com/homenews/4508253-scott-narrowly-leads-mucarsel-powell-in-florida-senate-race-poll/,"",,DEM,9509,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Mucarsel-Powell,31615,Debbie Mucarsel-Powell,41.0
86279,383,PPP,32,Emily's List,Public Policy Polling,263,Public Policy Polling,A-,IVR/Text,4.0,Florida,2/29/24,3/1/24,,"",,,"",,194100,790,v,,v,,3/5/24 09:52,"",https://thehill.com/homenews/4508253-scott-narrowly-leads-mucarsel-powell-in-florida-senate-race-poll/,"",,DEM,9509,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Scott,31048,Rick Scott,44.0
86266,460,SurveyUSA,"84,1102,1444",KSTP-TV Minneapolis | KAAL-TV | WDIO-TV Duluth,SurveyUSA,325,SurveyUSA,A+,Online Panel,8.0,Minnesota,2/23/24,2/28/24,,"",,,"",,194278,1603,lv,,lv,,3/8/24 21:13,"",https://kstp.com/kstp-news/top-news/kstp-surveyusa-poll-klobuchar-opens-with-wide-lead-dfl-has-slim-edge-in-bid-to-retain-house-majority/,"",,,9516,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Klobuchar,31616,Amy Klobuchar,49.0
86266,460,SurveyUSA,"84,1102,1444",KSTP-TV Minneapolis | KAAL-TV | WDIO-TV Duluth,SurveyUSA,325,SurveyUSA,A+,Online Panel,8.0,Minnesota,2/23/24,2/28/24,,"",,,"",,194278,1603,lv,,lv,,3/8/24 21:13,"",https://kstp.com/kstp-news/top-news/kstp-surveyusa-poll-klobuchar-opens-with-wide-lead-dfl-has-slim-edge-in-bid-to-retain-house-majority/,"",,,9516,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Fraser,31759,Joe Fraser,33.0
86240,1363,UC Berkeley,300,LA Times,University of California Berkeley Institute of Governmental Studies,457,University of California Berkeley Institute of Governmental Studies,B/C,Online Panel,9.0,California,2/22/24,2/26/24,,"",,,"",,193896,3304,lv,,lv,,3/1/24 11:04,"",https://www.latimes.com/politics/story/2024-03-01/garvey-schiff-california-senate-primary-election-runoff-poll,"",,,9506,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Schiff,30942,Adam B. Schiff,53.0
86240,1363,UC Berkeley,300,LA Times,University of California Berkeley Institute of Governmental Studies,457,University of California Berkeley Institute of Governmental Studies,B/C,Online Panel,9.0,California,2/22/24,2/26/24,,"",,,"",,193896,3304,lv,,lv,,3/1/24 11:04,"",https://www.latimes.com/politics/story/2024-03-01/garvey-schiff-california-senate-primary-election-runoff-poll,"",,,9506,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Garvey,31183,Steve Garvey,38.0
86240,1363,UC Berkeley,300,LA Times,University of California Berkeley Institute of Governmental Studies,457,University of California Berkeley Institute of Governmental Studies,B/C,Online Panel,9.0,California,2/22/24,2/26/24,,"",,,"",,193897,3304,lv,,lv,,3/1/24 11:05,"",https://www.latimes.com/politics/story/2024-03-01/garvey-schiff-california-senate-primary-election-runoff-poll,"",,,9506,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Schiff,30942,Adam B. Schiff,30.0
86240,1363,UC Berkeley,300,LA Times,University of California Berkeley Institute of Governmental Studies,457,University of California Berkeley Institute of Governmental Studies,B/C,Online Panel,9.0,California,2/22/24,2/26/24,,"",,,"",,193897,3304,lv,,lv,,3/1/24 11:05,"",https://www.latimes.com/politics/story/2024-03-01/garvey-schiff-california-senate-primary-election-runoff-poll,"",,,9506,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Porter,30941,Katie Porter,30.0
86240,1363,UC Berkeley,300,LA Times,University of California Berkeley Institute of Governmental Studies,457,University of California Berkeley Institute of Governmental Studies,B/C,Online Panel,9.0,California,2/22/24,2/26/24,,"",,,"",,193898,3304,lv,,lv,,3/1/24 11:05,"",https://www.latimes.com/politics/story/2024-03-01/garvey-schiff-california-senate-primary-election-runoff-poll,"",,,9506,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Porter,30941,Katie Porter,52.0
86240,1363,UC Berkeley,300,LA Times,University of California Berkeley Institute of Governmental Studies,457,University of California Berkeley Institute of Governmental Studies,B/C,Online Panel,9.0,California,2/22/24,2/26/24,,"",,,"",,193898,3304,lv,,lv,,3/1/24 11:05,"",https://www.latimes.com/politics/story/2024-03-01/garvey-schiff-california-senate-primary-election-runoff-poll,"",,,9506,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Garvey,31183,Steve Garvey,38.0
86220,399,Rasmussen,2094,Bull Moose Project,Rasmussen Reports,277,Rasmussen Reports,B,IVR/Online Panel,7.0,Arizona,2/21/24,2/26/24,,"",,,"",,193751,1001,lv,,lv,,2/28/24 12:49,"",https://www.rasmussenreports.com/public_content/politics/public_surveys/arizona_senate_kari_lake_leads_democrat_gallego,"",,REP,9505,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Gallego,30920,Ruben Gallego,42.0
86220,399,Rasmussen,2094,Bull Moose Project,Rasmussen Reports,277,Rasmussen Reports,B,IVR/Online Panel,7.0,Arizona,2/21/24,2/26/24,,"",,,"",,193751,1001,lv,,lv,,2/28/24 12:49,"",https://www.rasmussenreports.com/public_content/politics/public_surveys/arizona_senate_kari_lake_leads_democrat_gallego,"",,REP,9505,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Lake,30921,Kari Lake,45.0
86220,399,Rasmussen,2094,Bull Moose Project,Rasmussen Reports,277,Rasmussen Reports,B,IVR/Online Panel,7.0,Arizona,2/21/24,2/26/24,,"",,,"",,193753,1001,lv,,lv,,2/28/24 12:54,"",https://www.rasmussenreports.com/public_content/politics/public_surveys/arizona_senate_kari_lake_leads_democrat_gallego,"",,REP,9505,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Gallego,30920,Ruben Gallego,33.0
86220,399,Rasmussen,2094,Bull Moose Project,Rasmussen Reports,277,Rasmussen Reports,B,IVR/Online Panel,7.0,Arizona,2/21/24,2/26/24,,"",,,"",,193753,1001,lv,,lv,,2/28/24 12:54,"",https://www.rasmussenreports.com/public_content/politics/public_surveys/arizona_senate_kari_lake_leads_democrat_gallego,"",,REP,9505,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Lake,30921,Kari Lake,37.0
