full_name,pct,birthday,gender,party,senate_class,stage,cycle,start_date,end_date,age,Emotion (Majority),Race (Majority),Valence (Mean)
bill nelson,45.0,1942-09-29,M,Democrat,1.0,general,2018,2018-05-04,2018-05-07,82,happy,white,60.46165978363185
bill nelson,45.0,1942-09-29,M,Democrat,1.0,general,2018,2018-09-17,2018-09-30,82,happy,white,60.46165978363185
bill nelson,31.6,1942-09-29,M,Democrat,1.0,general,2018,2017-11-19,2017-11-24,82,happy,white,60.46165978363185
bill nelson,44.0,1942-09-29,M,Democrat,1.0,general,2018,2017-12-19,2017-12-24,82,happy,white,60.46165978363185
bill nelson,37.86,1942-09-29,M,Democrat,1.0,general,2018,2018-01-09,2018-01-10,82,happy,white,60.46165978363185
bill nelson,45.0,1942-09-29,M,Democrat,1.0,general,2018,2018-01-30,2018-02-01,82,happy,white,60.46165978363185
bill nelson,48.0,1942-09-29,M,Democrat,1.0,general,2018,2018-01-29,2018-02-04,82,happy,white,60.46165978363185
bill nelson,34.0,1942-09-29,M,Democrat,1.0,general,2018,2018-02-01,2018-02-04,82,happy,white,60.46165978363185
bill nelson,44.0,1942-09-29,M,Democrat,1.0,general,2018,2018-02-01,2018-02-18,82,happy,white,60.46165978363185
bill nelson,35.2,1942-09-29,M,Democrat,1.0,general,2018,2018-02-18,2018-02-24,82,happy,white,60.46165978363185
bill nelson,40.0,1942-09-29,M,Democrat,1.0,general,2018,2018-02-23,2018-02-25,82,happy,white,60.46165978363185
bill nelson,46.0,1942-09-29,M,Democrat,1.0,general,2018,2018-02-23,2018-02-26,82,happy,white,60.46165978363185
bill nelson,44.0,1942-09-29,M,Democrat,1.0,general,2018,2018-06-11,2018-07-02,82,happy,white,60.46165978363185
bill nelson,53.0,1942-09-29,M,Democrat,1.0,general,2018,2018-02-12,2018-03-05,82,happy,white,60.46165978363185
bill nelson,46.0,1942-09-29,M,Democrat,1.0,general,2018,2018-03-10,2018-03-13,82,happy,white,60.46165978363185
bill nelson,44.0,1942-09-29,M,Democrat,1.0,general,2018,2018-02-26,2018-03-19,82,happy,white,60.46165978363185
bill nelson,50.0,1942-09-29,M,Democrat,1.0,general,2018,2018-04-10,2018-04-11,82,happy,white,60.46165978363185
bill nelson,40.0,1942-09-29,M,Democrat,1.0,general,2018,2018-06-19,2018-06-22,82,happy,white,60.46165978363185
bill nelson,40.0,1942-09-29,M,Democrat,1.0,general,2018,2018-05-04,2018-05-07,82,happy,white,60.46165978363185
bill nelson,39.0,1942-09-29,M,Democrat,1.0,general,2018,2018-05-29,2018-05-30,82,happy,white,60.46165978363185
bill nelson,34.4,1942-09-29,M,Democrat,1.0,general,2018,2018-05-25,2018-05-31,82,happy,white,60.46165978363185
bill nelson,45.0,1942-09-29,M,Democrat,1.0,general,2018,2018-05-25,2018-06-04,82,happy,white,60.46165978363185
bill nelson,50.0,1942-09-29,M,Democrat,1.0,general,2018,2018-05-31,2018-06-15,82,happy,white,60.46165978363185
bill nelson,48.0,1942-09-29,M,Democrat,1.0,general,2018,2018-06-18,2018-06-19,82,happy,white,60.46165978363185
bill nelson,41.3,1942-09-29,M,Democrat,1.0,general,2018,2018-03-01,2018-03-07,82,happy,white,60.46165978363185
bill nelson,44.0,1942-09-29,M,Democrat,1.0,general,2018,2018-06-11,2018-07-02,82,happy,white,60.46165978363185
bill nelson,46.0,1942-09-29,M,Democrat,1.0,general,2018,2018-06-11,2018-07-02,82,happy,white,60.46165978363185
bill nelson,46.0,1942-09-29,M,Democrat,1.0,general,2018,2018-06-11,2018-07-02,82,happy,white,60.46165978363185
bill nelson,47.0,1942-09-29,M,Democrat,1.0,general,2018,2018-09-24,2018-09-27,82,happy,white,60.46165978363185
bill nelson,53.0,1942-09-29,M,Democrat,1.0,general,2018,2018-09-20,2018-09-24,82,happy,white,60.46165978363185
bill nelson,48.0,1942-09-29,M,Democrat,1.0,general,2018,2018-09-19,2018-09-24,82,happy,white,60.46165978363185
bill nelson,49.9,1942-09-29,M,Democrat,1.0,general,2018,2018-11-01,2018-11-03,82,happy,white,60.46165978363185
bill nelson,48.0,1942-09-29,M,Democrat,1.0,general,2018,2018-09-16,2018-09-20,82,happy,white,60.46165978363185
bill nelson,48.0,1942-09-29,M,Democrat,1.0,general,2018,2018-09-16,2018-09-20,82,happy,white,60.46165978363185
bill nelson,45.0,1942-09-29,M,Democrat,1.0,general,2018,2018-09-17,2018-09-19,82,happy,white,60.46165978363185
bill nelson,41.0,1942-09-29,M,Democrat,1.0,general,2018,2018-09-13,2018-09-16,82,happy,white,60.46165978363185
bill nelson,44.6,1942-09-29,M,Democrat,1.0,general,2018,2018-09-05,2018-09-12,82,happy,white,60.46165978363185
bill nelson,36.0,1942-09-29,M,Democrat,1.0,general,2018,2018-09-05,2018-09-12,82,happy,white,60.46165978363185
bill nelson,45.0,1942-09-29,M,Democrat,1.0,general,2018,2018-09-10,2018-09-11,82,happy,white,60.46165978363185
bill nelson,44.0,1942-09-29,M,Democrat,1.0,general,2018,2018-09-07,2018-09-09,82,happy,white,60.46165978363185
bill nelson,49.0,1942-09-29,M,Democrat,1.0,general,2018,2018-08-30,2018-09-03,82,happy,white,60.46165978363185
bill nelson,46.0,1942-09-29,M,Democrat,1.0,general,2018,2018-08-29,2018-08-30,82,happy,white,60.46165978363185
bill nelson,47.4,1942-09-29,M,Democrat,1.0,general,2018,2018-08-29,2018-08-30,82,happy,white,60.46165978363185
bill nelson,47.0,1942-09-29,M,Democrat,1.0,general,2018,2018-08-29,2018-08-30,82,happy,white,60.46165978363185
bill nelson,39.0,1942-09-29,M,Democrat,1.0,general,2018,2018-08-16,2018-08-20,82,happy,white,60.46165978363185
bill nelson,35.8,1942-09-29,M,Democrat,1.0,general,2018,2018-08-10,2018-08-16,82,happy,white,60.46165978363185
bill nelson,44.0,1942-09-29,M,Democrat,1.0,general,2018,2018-07-24,2018-07-25,82,happy,white,60.46165978363185
bill nelson,40.0,1942-09-29,M,Democrat,1.0,general,2018,2018-07-20,2018-07-21,82,happy,white,60.46165978363185
bill nelson,47.0,1942-09-29,M,Democrat,1.0,general,2018,2018-07-13,2018-07-14,82,happy,white,60.46165978363185
bill nelson,46.0,1942-09-29,M,Democrat,1.0,general,2018,2018-06-11,2018-07-02,82,happy,white,60.46165978363185
bill nelson,47.0,1942-09-29,M,Democrat,1.0,general,2018,2018-06-11,2018-07-02,82,happy,white,60.46165978363185
bill nelson,45.8,1942-09-29,M,Democrat,1.0,general,2018,2018-09-27,2018-09-30,82,happy,white,60.46165978363185
bill nelson,45.4,1942-09-29,M,Democrat,1.0,general,2018,2018-11-01,2018-11-03,82,happy,white,60.46165978363185
bill nelson,41.0,1942-09-29,M,Democrat,1.0,general,2018,2018-06-19,2018-06-22,82,happy,white,60.46165978363185
bill nelson,45.2,1942-09-29,M,Democrat,1.0,general,2018,2018-11-02,2018-11-04,82,happy,white,60.46165978363185
bill nelson,49.9,1942-09-29,M,Democrat,1.0,general,2018,2018-11-03,2018-11-04,82,happy,white,60.46165978363185
bill nelson,47.6,1942-09-29,M,Democrat,1.0,general,2018,2018-11-03,2018-11-05,82,happy,white,60.46165978363185
bill nelson,47.3,1942-09-29,M,Democrat,1.0,general,2018,2018-11-04,2018-11-05,82,happy,white,60.46165978363185
bill nelson,51.0,1942-09-29,M,Democrat,1.0,general,2018,2018-10-29,2018-11-04,82,happy,white,60.46165978363185
bill nelson,49.0,1942-09-29,M,Democrat,1.0,general,2018,2018-06-17,2018-06-21,82,happy,white,60.46165978363185
charles e. schumer,56.0,1950-11-23,M,Democrat,3.0,general,2022,2022-07-24,2022-07-28,74,happy,white,30.037539427004926
charles e. schumer,53.2,1950-11-23,M,Democrat,3.0,general,2022,2022-07-26,2022-07-28,74,happy,white,30.037539427004926
charles e. schumer,51.0,1950-11-23,M,Democrat,3.0,general,2022,2022-08-07,2022-08-09,74,happy,white,30.037539427004926
charles e. schumer,55.0,1950-11-23,M,Democrat,3.0,general,2022,2022-09-04,2022-09-06,74,happy,white,30.037539427004926
charles e. schumer,55.0,1950-11-23,M,Democrat,3.0,general,2022,2022-09-16,2022-09-25,74,happy,white,30.037539427004926
charles e. schumer,54.0,1950-11-23,M,Democrat,3.0,general,2022,2022-10-03,2022-10-06,74,happy,white,30.037539427004926
charles e. schumer,57.0,1950-11-23,M,Democrat,3.0,general,2022,2022-10-12,2022-10-14,74,happy,white,30.037539427004926
charles e. schumer,54.0,1950-11-23,M,Democrat,3.0,general,2022,2022-10-12,2022-10-16,74,happy,white,30.037539427004926
charles e. schumer,57.0,1950-11-23,M,Democrat,3.0,general,2022,2022-10-28,2022-10-31,74,happy,white,30.037539427004926
charles e. schumer,52.8,1950-11-23,M,Democrat,3.0,general,2022,2022-10-20,2022-10-24,74,happy,white,30.037539427004926
charles e. schumer,56.0,1950-11-23,M,Democrat,3.0,general,2022,2022-10-22,2022-10-25,74,happy,white,30.037539427004926
charles e. schumer,54.0,1950-11-23,M,Democrat,3.0,general,2022,2022-10-24,2022-10-26,74,happy,white,30.037539427004926
charles e. schumer,56.0,1950-11-23,M,Democrat,3.0,general,2022,2022-10-26,2022-10-28,74,happy,white,30.037539427004926
charles e. schumer,50.0,1950-11-23,M,Democrat,3.0,general,2022,2022-10-27,2022-10-29,74,happy,white,30.037539427004926
charles e. schumer,50.6,1950-11-23,M,Democrat,3.0,general,2022,2022-10-27,2022-10-31,74,happy,white,30.037539427004926
charles e. schumer,60.0,1950-11-23,M,Democrat,3.0,general,2022,2022-08-08,2022-11-06,74,happy,white,30.037539427004926
charles e. schumer,52.0,1950-11-23,M,Democrat,3.0,general,2022,2022-10-14,2022-10-18,74,happy,white,30.037539427004926
charles e. schumer,59.0,1950-11-23,M,Democrat,3.0,general,2022,2022-11-04,2022-11-06,74,happy,white,30.037539427004926
christopher a. coons,57.0,1963-09-09,M,Democrat,2.0,general,2020,2020-09-21,2020-09-27,61,neutral,white,-22.56037820727488
christopher murphy,56.0,1973-08-03,M,Democrat,1.0,general,2018,2018-10-22,2018-10-28,51,neutral,white,36.546874483254975
christopher murphy,57.0,1973-08-03,M,Democrat,1.0,general,2018,2018-10-03,2018-10-08,51,neutral,white,36.546874483254975
christopher murphy,54.0,1973-08-03,M,Democrat,1.0,general,2018,2018-08-24,2018-08-27,51,neutral,white,36.546874483254975
christopher murphy,59.0,1973-08-03,M,Democrat,1.0,general,2018,2018-08-16,2018-08-21,51,neutral,white,36.546874483254975
christopher murphy,55.1,1973-08-03,M,Democrat,1.0,general,2018,2018-10-27,2018-10-29,51,neutral,white,36.546874483254975
christopher murphy,58.0,1973-08-03,M,Democrat,1.0,general,2018,2018-10-30,2018-11-01,51,neutral,white,36.546874483254975
cindy hyde-smith,53.0,1959-05-10,F,Republican,2.0,general,2020,2020-02-26,2020-02-28,65,happy,white,37.55366501088453
cindy hyde-smith,50.0,1959-05-10,F,Republican,2.0,general,2020,2020-10-27,2020-11-01,65,happy,white,37.55366501088453
cindy hyde-smith,52.0,1959-05-10,F,Republican,2.0,general,2020,2020-10-23,2020-10-26,65,happy,white,37.55366501088453
cindy hyde-smith,41.0,1959-05-10,F,Republican,2.0,general,2020,2020-08-28,2020-08-30,65,happy,white,37.55366501088453
cindy hyde-smith,47.0,1959-05-10,F,Republican,2.0,general,2020,2020-07-30,2020-08-09,65,happy,white,37.55366501088453
cindy hyde-smith,49.0,1959-05-10,F,Republican,2.0,general,2020,2020-05-27,2020-05-28,65,happy,white,37.55366501088453
cindy hyde-smith,27.0,1959-05-10,F,Republican,2.0,jungle primary,2018,2018-03-26,2018-03-29,65,happy,white,37.55366501088453
cindy hyde-smith,41.6,1959-05-10,F,Republican,2.0,runoff,2018,2018-04-10,2018-04-11,65,happy,white,37.55366501088453
cindy hyde-smith,54.0,1959-05-10,F,Republican,2.0,general,2020,2020-03-10,2020-03-12,65,happy,white,37.55366501088453
cindy hyde-smith,46.0,1959-05-10,F,Republican,2.0,runoff,2018,2018-04-12,2018-04-14,65,happy,white,37.55366501088453
cindy hyde-smith,30.0,1959-05-10,F,Republican,2.0,jungle primary,2018,2018-05-01,2018-05-03,65,happy,white,37.55366501088453
cindy hyde-smith,48.49,1959-05-10,F,Republican,2.0,runoff,2018,2018-07-30,2018-07-31,65,happy,white,37.55366501088453
cindy hyde-smith,41.09,1959-05-10,F,Republican,2.0,jungle primary,2018,2018-07-30,2018-07-31,65,happy,white,37.55366501088453
cindy hyde-smith,33.0,1959-05-10,F,Republican,2.0,jungle primary,2018,2018-04-10,2018-04-11,65,happy,white,37.55366501088453
cindy hyde-smith,29.0,1959-05-10,F,Republican,2.0,jungle primary,2018,2018-08-01,2018-08-07,65,happy,white,37.55366501088453
cindy hyde-smith,44.3,1959-05-10,F,Republican,2.0,general,2020,2020-01-03,2020-01-07,65,happy,white,37.55366501088453
cindy hyde-smith,51.0,1959-05-10,F,Republican,2.0,runoff,2018,2018-11-25,2018-11-25,65,happy,white,37.55366501088453
cindy hyde-smith,54.0,1959-05-10,F,Republican,2.0,runoff,2018,2018-11-19,2018-11-24,65,happy,white,37.55366501088453
cindy hyde-smith,27.0,1959-05-10,F,Republican,2.0,jungle primary,2018,2018-11-02,2018-11-04,65,happy,white,37.55366501088453
cindy hyde-smith,38.0,1959-05-10,F,Republican,2.0,runoff,2018,2018-08-01,2018-08-07,65,happy,white,37.55366501088453
cindy hyde-smith,38.0,1959-05-10,F,Republican,2.0,jungle primary,2018,2018-10-13,2018-10-18,65,happy,white,37.55366501088453
cindy hyde-smith,24.0,1959-05-10,F,Republican,2.0,jungle primary,2018,2018-09-09,2018-09-24,65,happy,white,37.55366501088453
cindy hyde-smith,36.0,1959-05-10,F,Republican,2.0,jungle primary,2018,2018-10-13,2018-10-18,65,happy,white,37.55366501088453
cindy hyde-smith,50.0,1959-05-10,F,Republican,2.0,runoff,2018,2018-10-13,2018-10-18,65,happy,white,37.55366501088453
cindy hyde-smith,47.0,1959-05-10,F,Republican,2.0,runoff,2018,2018-10-13,2018-10-18,65,happy,white,37.55366501088453
cindy hyde-smith,58.31,1959-05-10,F,Republican,2.0,general,2020,2020-05-04,2020-05-07,65,happy,white,37.55366501088453
cindy hyde-smith,27.4,1959-05-10,F,Republican,2.0,jungle primary,2018,2018-08-22,2018-08-30,65,happy,white,37.55366501088453
claire mccaskill,44.0,1953-07-24,F,Democrat,1.0,general,2018,2017-07-07,2017-07-08,71,happy,white,37.82030643630891
claire mccaskill,44.4,1953-07-24,F,Democrat,1.0,general,2018,2018-11-02,2018-11-04,71,happy,white,37.82030643630891
claire mccaskill,45.0,1953-07-24,F,Democrat,1.0,general,2018,2018-01-08,2018-01-09,71,happy,white,37.82030643630891
claire mccaskill,44.0,1953-07-24,F,Democrat,1.0,general,2018,2018-02-12,2018-03-05,71,happy,white,37.82030643630891
claire mccaskill,42.0,1953-07-24,F,Democrat,1.0,general,2018,2018-03-05,2018-03-07,71,happy,white,37.82030643630891
claire mccaskill,45.0,1953-07-24,F,Democrat,1.0,general,2018,2018-04-04,2018-04-06,71,happy,white,37.82030643630891
claire mccaskill,45.0,1953-07-24,F,Democrat,1.0,general,2018,2018-01-03,2018-01-04,71,happy,white,37.82030643630891
claire mccaskill,42.0,1953-07-24,F,Democrat,1.0,general,2018,2017-07-10,2017-07-11,71,happy,white,37.82030643630891
claire mccaskill,44.7,1953-07-24,F,Democrat,1.0,general,2018,2018-11-03,2018-11-05,71,happy,white,37.82030643630891
claire mccaskill,46.0,1953-07-24,F,Democrat,1.0,general,2018,2018-04-16,2018-04-18,71,happy,white,37.82030643630891
claire mccaskill,48.0,1953-07-24,F,Democrat,1.0,general,2018,2018-04-18,2018-04-19,71,happy,white,37.82030643630891
claire mccaskill,42.0,1953-07-24,F,Democrat,1.0,general,2018,2018-10-16,2018-10-18,71,happy,white,37.82030643630891
claire mccaskill,47.0,1953-07-24,F,Democrat,1.0,general,2018,2018-10-11,2018-10-13,71,happy,white,37.82030643630891
claire mccaskill,44.0,1953-07-24,F,Democrat,1.0,general,2018,2018-09-27,2018-10-07,71,happy,white,37.82030643630891
claire mccaskill,36.0,1953-07-24,F,Democrat,1.0,general,2018,2018-09-27,2018-10-07,71,happy,white,37.82030643630891
claire mccaskill,42.0,1953-07-24,F,Democrat,1.0,general,2018,2018-10-05,2018-10-06,71,happy,white,37.82030643630891
claire mccaskill,43.0,1953-07-24,F,Democrat,1.0,general,2018,2018-09-29,2018-10-02,71,happy,white,37.82030643630891
claire mccaskill,41.0,1953-07-24,F,Democrat,1.0,general,2018,2018-09-29,2018-10-02,71,happy,white,37.82030643630891
claire mccaskill,46.0,1953-07-24,F,Democrat,1.0,general,2018,2018-09-29,2018-10-02,71,happy,white,37.82030643630891
claire mccaskill,44.0,1953-07-24,F,Democrat,1.0,general,2018,2018-09-29,2018-10-02,71,happy,white,37.82030643630891
claire mccaskill,44.0,1953-07-24,F,Democrat,1.0,general,2018,2018-09-29,2018-10-02,71,happy,white,37.82030643630891
claire mccaskill,44.6,1953-07-24,F,Democrat,1.0,general,2018,2018-04-26,2018-04-29,71,happy,white,37.82030643630891
claire mccaskill,48.0,1953-07-24,F,Democrat,1.0,general,2018,2018-05-09,2018-05-10,71,happy,white,37.82030643630891
claire mccaskill,49.0,1953-07-24,F,Democrat,1.0,general,2018,2018-09-29,2018-10-01,71,happy,white,37.82030643630891
claire mccaskill,43.0,1953-07-24,F,Democrat,1.0,general,2018,2018-09-25,2018-09-29,71,happy,white,37.82030643630891
claire mccaskill,47.0,1953-07-24,F,Democrat,1.0,general,2018,2018-09-25,2018-09-29,71,happy,white,37.82030643630891
claire mccaskill,46.0,1953-07-24,F,Democrat,1.0,general,2018,2018-10-17,2018-10-18,71,happy,white,37.82030643630891
claire mccaskill,45.0,1953-07-24,F,Democrat,1.0,general,2018,2018-10-24,2018-10-25,71,happy,white,37.82030643630891
claire mccaskill,46.4,1953-07-24,F,Democrat,1.0,general,2018,2018-10-26,2018-10-27,71,happy,white,37.82030643630891
claire mccaskill,46.0,1953-07-24,F,Democrat,1.0,general,2018,2018-10-24,2018-10-30,71,happy,white,37.82030643630891
claire mccaskill,44.4,1953-07-24,F,Democrat,1.0,general,2018,2018-10-29,2018-11-04,71,happy,white,37.82030643630891
claire mccaskill,46.0,1953-07-24,F,Democrat,1.0,general,2018,2018-11-01,2018-11-03,71,happy,white,37.82030643630891
claire mccaskill,45.6,1953-07-24,F,Democrat,1.0,general,2018,2018-11-01,2018-11-03,71,happy,white,37.82030643630891
claire mccaskill,47.0,1953-07-24,F,Democrat,1.0,general,2018,2018-11-01,2018-11-02,71,happy,white,37.82030643630891
claire mccaskill,45.3,1953-07-24,F,Democrat,1.0,general,2018,2018-10-31,2018-11-02,71,happy,white,37.82030643630891
claire mccaskill,45.8,1953-07-24,F,Democrat,1.0,general,2018,2018-10-30,2018-11-01,71,happy,white,37.82030643630891
