filename,db_name,person,gender,age_group,num_ppl_in_pic,dominance,valence,arousal,annot_emotion,xImg_pix,yImg_pix
frame_fjgek3oeqc8r0e3o.jpg,framesdb,person1,Male,Adult,1,6,6,7,Engagement,749,499
COCO_train2014_000000140322.jpg,mscoco,person1,Female,Kid,2,3,6,7,Happiness,640,512
COCO_train2014_000000140322.jpg,mscoco,person2,Female,Kid,2,3,6,4,Anticipation,640,512
COCO_train2014_000000140322.jpg,mscoco,person2,Female,Kid,2,3,6,4,Engagement,640,512
COCO_train2014_000000140322.jpg,mscoco,person2,Female,Kid,2,3,6,4,Happiness,640,512
COCO_train2014_000000497759.jpg,mscoco,person1,Male,Adult,1,7,5,7,Disquietment,500,500
COCO_train2014_000000001966.jpg,mscoco,person1,Male,Adult,1,7,5,9,Anticipation,640,480
COCO_train2014_000000001966.jpg,mscoco,person1,Male,Adult,1,7,5,9,Confidence,640,480
COCO_train2014_000000001966.jpg,mscoco,person1,Male,Adult,1,7,5,9,Engagement,640,480
COCO_train2014_000000326320.jpg,mscoco,person1,Male,Adult,1,7,6,4,Yearning,640,427
frame_kuxvwgw2wheq7szc.jpg,framesdb,person1,Male,Kid,1,7,2,7,Anticipation,570,378
frame_kuxvwgw2wheq7szc.jpg,framesdb,person1,Male,Kid,1,7,2,7,Disquietment,570,378
frame_kuxvwgw2wheq7szc.jpg,framesdb,person1,Male,Kid,1,7,2,7,Engagement,570,378
frame_95x221h7yj814qxc.jpg,framesdb,person1,Male,Adult,2,7,7,4,Engagement,2592,1944
frame_95x221h7yj814qxc.jpg,framesdb,person2,Male,Adult,2,NaN,NaN,NaN,Disconnection,2592,1944
COCO_train2014_000000253959.jpg,mscoco,person1,Female,Teenager,1,2,7,8,Happiness,588,640
COCO_train2014_000000253959.jpg,mscoco,person1,Female,Teenager,1,2,7,8,Peace,588,640
COCO_train2014_000000022683.jpg,mscoco,person1,Male,Adult,1,7,6,7,Disconnection,640,427
COCO_train2014_000000094268.jpg,mscoco,person1,Male,Adult,2,2,6,6,Engagement,640,427
COCO_train2014_000000094268.jpg,mscoco,person2,Male,Adult,2,6,5,7,Confidence,640,427
COCO_train2014_000000094268.jpg,mscoco,person2,Male,Adult,2,6,5,7,Engagement,640,427
COCO_train2014_000000094268.jpg,mscoco,person2,Male,Adult,2,6,5,7,Happiness,640,427
COCO_val2014_000000231589.jpg,mscoco,person1,Male,Kid,1,8,8,8,Engagement,640,425
COCO_val2014_000000231589.jpg,mscoco,person1,Male,Kid,1,8,8,8,Excitement,640,425
COCO_val2014_000000231589.jpg,mscoco,person1,Male,Kid,1,8,8,8,Happiness,640,425
COCO_train2014_000000423647.jpg,mscoco,person1,Male,Adult,1,7,5,7,Confidence,640,427
COCO_train2014_000000423647.jpg,mscoco,person1,Male,Adult,1,7,5,7,Excitement,640,427
COCO_train2014_000000411109.jpg,mscoco,person1,Male,Adult,2,7,6,5,Anticipation,640,456
COCO_train2014_000000411109.jpg,mscoco,person1,Male,Adult,2,7,6,5,Engagement,640,456
COCO_train2014_000000411109.jpg,mscoco,person1,Male,Adult,2,7,6,5,Esteem,640,456
COCO_train2014_000000411109.jpg,mscoco,person2,Male,Adult,2,8,5,7,Anticipation,640,456
COCO_val2014_000000461715.jpg,mscoco,person1,Female,Adult,1,7,7,4,Engagement,640,480
COCO_val2014_000000461715.jpg,mscoco,person1,Female,Adult,1,7,7,4,Peace,640,480
COCO_train2014_000000055276.jpg,mscoco,person1,Male,Adult,2,7,7,6,Engagement,640,480
COCO_train2014_000000055276.jpg,mscoco,person2,Male,Adult,2,2,7,4,Happiness,640,480
COCO_val2014_000000568202.jpg,mscoco,person1,Female,Adult,1,4,4,4,Engagement,612,612
COCO_val2014_000000568202.jpg,mscoco,person1,Female,Adult,1,4,4,4,Happiness,612,612
frame_erwzk3npaleubsqm.jpg,framesdb,person1,Male,Adult,3,9,7,2,Engagement,450,311
frame_erwzk3npaleubsqm.jpg,framesdb,person2,Male,Adult,3,7,6,4,Annoyance,450,311
frame_erwzk3npaleubsqm.jpg,framesdb,person3,Male,Adult,3,5,5,6,Engagement,450,311
COCO_train2014_000000088609.jpg,mscoco,person1,Male,Kid,1,7,7,3,Happiness,640,480
COCO_val2014_000000054277.jpg,mscoco,person1,Male,Adult,1,9,6,9,Anticipation,640,480
COCO_val2014_000000054277.jpg,mscoco,person1,Male,Adult,1,9,6,9,Engagement,640,480
COCO_val2014_000000054277.jpg,mscoco,person1,Male,Adult,1,9,6,9,Excitement,640,480
COCO_train2014_000000549216.jpg,mscoco,person1,Male,Adult,1,7,6,4,Engagement,640,480
COCO_train2014_000000551481.jpg,mscoco,person1,Male,Kid,1,7,6,4,Engagement,640,640
COCO_train2014_000000551481.jpg,mscoco,person1,Male,Kid,1,7,6,4,Excitement,640,640
COCO_train2014_000000528657.jpg,mscoco,person1,Male,Adult,1,9,4,6,Engagement,427,640
frame_b1v3bzyq8s4ucvy1.jpg,framesdb,person1,Female,Adult,3,8,5,7,Anticipation,5477,3651
frame_b1v3bzyq8s4ucvy1.jpg,framesdb,person1,Female,Adult,3,8,5,7,Engagement,5477,3651
frame_b1v3bzyq8s4ucvy1.jpg,framesdb,person1,Female,Adult,3,8,5,7,Happiness,5477,3651
frame_b1v3bzyq8s4ucvy1.jpg,framesdb,person2,Female,Adult,3,6,7,4,Anticipation,5477,3651
frame_b1v3bzyq8s4ucvy1.jpg,framesdb,person2,Female,Adult,3,6,7,4,Engagement,5477,3651
frame_b1v3bzyq8s4ucvy1.jpg,framesdb,person2,Female,Adult,3,6,7,4,Happiness,5477,3651
frame_b1v3bzyq8s4ucvy1.jpg,framesdb,person3,Female,Adult,3,7,7,6,Engagement,5477,3651
COCO_train2014_000000552054.jpg,mscoco,person1,Male,Adult,1,7,6,6,Engagement,640,460
COCO_train2014_000000379034.jpg,mscoco,person1,Male,Adult,1,7,5,4,Anticipation,640,426
COCO_train2014_000000379034.jpg,mscoco,person1,Male,Adult,1,7,5,4,Engagement,640,426
COCO_train2014_000000379034.jpg,mscoco,person1,Male,Adult,1,7,5,4,Esteem,640,426
COCO_train2014_000000390644.jpg,mscoco,person1,Female,Adult,1,8,7,7,Anticipation,640,424
COCO_val2014_000000107239.jpg,mscoco,person1,Female,Teenager,1,7,7,6,Affection,500,375
COCO_val2014_000000107239.jpg,mscoco,person1,Female,Teenager,1,7,7,6,Anticipation,500,375
COCO_val2014_000000107239.jpg,mscoco,person1,Female,Teenager,1,7,7,6,Engagement,500,375
COCO_val2014_000000107239.jpg,mscoco,person1,Female,Teenager,1,7,7,6,Excitement,500,375
COCO_val2014_000000107239.jpg,mscoco,person1,Female,Teenager,1,7,7,6,Happiness,500,375
COCO_val2014_000000107239.jpg,mscoco,person1,Female,Teenager,1,7,7,6,Pleasure,500,375
COCO_train2014_000000322698.jpg,mscoco,person1,Male,Adult,1,8,6,6,Anticipation,640,427
COCO_val2014_000000508538.jpg,mscoco,person1,Male,Teenager,1,5,4,6,Disconnection,500,375
COCO_train2014_000000563727.jpg,mscoco,person1,Male,Adult,1,7,7,6,Engagement,640,426
COCO_val2014_000000182785.jpg,mscoco,person1,Male,Teenager,1,7,7,9,Engagement,640,428
gs84txnh5el02zkbp9.jpg,emodb_small,person1,Male,Adult,1,6,3,7,Anger,225,225
gs84txnh5el02zkbp9.jpg,emodb_small,person1,Male,Adult,1,6,3,7,Aversion,225,225
gs84txnh5el02zkbp9.jpg,emodb_small,person1,Male,Adult,1,6,3,7,Disapproval,225,225
COCO_train2014_000000408190.jpg,mscoco,person1,Female,Adult,1,7,8,8,Anticipation,640,640
frame_aztc78d4kjclxv9e.jpg,framesdb,person1,Male,Adult,3,6,6,6,Anticipation,600,400
frame_aztc78d4kjclxv9e.jpg,framesdb,person1,Male,Adult,3,6,6,6,Engagement,600,400
frame_aztc78d4kjclxv9e.jpg,framesdb,person1,Male,Adult,3,6,6,6,Happiness,600,400
frame_aztc78d4kjclxv9e.jpg,framesdb,person2,Male,Adult,3,7,4,8,Anticipation,600,400
frame_aztc78d4kjclxv9e.jpg,framesdb,person2,Male,Adult,3,7,4,8,Engagement,600,400
frame_aztc78d4kjclxv9e.jpg,framesdb,person3,Male,Adult,3,6,5,6,Engagement,600,400
frame_7nseu023ccmqaj3p.jpg,framesdb,person1,Male,Adult,4,3,6,4,Affection,799,499
frame_7nseu023ccmqaj3p.jpg,framesdb,person1,Male,Adult,4,3,6,4,Happiness,799,499
frame_7nseu023ccmqaj3p.jpg,framesdb,person1,Male,Adult,4,3,6,4,Peace,799,499
frame_7nseu023ccmqaj3p.jpg,framesdb,person2,Male,Adult,4,7,7,4,Happiness,799,499
frame_7nseu023ccmqaj3p.jpg,framesdb,person2,Male,Adult,4,7,7,4,Peace,799,499
frame_7nseu023ccmqaj3p.jpg,framesdb,person2,Male,Adult,4,7,7,4,Pleasure,799,499
frame_7nseu023ccmqaj3p.jpg,framesdb,person3,Male,Adult,4,6,6,6,Engagement,799,499
frame_7nseu023ccmqaj3p.jpg,framesdb,person3,Male,Adult,4,6,6,6,Happiness,799,499
frame_7nseu023ccmqaj3p.jpg,framesdb,person3,Male,Adult,4,6,6,6,Peace,799,499
frame_7nseu023ccmqaj3p.jpg,framesdb,person4,Male,Adult,4,8,5,3,Peace,799,499
COCO_train2014_000000432683.jpg,mscoco,person1,Male,Adult,1,8,5,7,Confidence,640,480
COCO_train2014_000000233526.jpg,mscoco,person1,Male,Kid,1,7,8,8,Yearning,640,361
COCO_train2014_000000137029.jpg,mscoco,person1,Male,Adult,1,7,7,9,Excitement,640,471
COCO_train2014_000000274108.jpg,mscoco,person1,Male,Kid,1,5,6,2,Sensitivity,640,480
COCO_train2014_000000149755.jpg,mscoco,person1,Female,Adult,1,4,4,6,Happiness,640,427
COCO_train2014_000000149755.jpg,mscoco,person1,Female,Adult,1,4,4,6,Peace,640,427
COCO_train2014_000000159225.jpg,mscoco,person1,Female,Adult,1,6,6,6,Yearning,640,427
COCO_train2014_000000298949.jpg,mscoco,person1,Male,Teenager,1,8,5,8,Anticipation,612,612
COCO_train2014_000000298949.jpg,mscoco,person1,Male,Teenager,1,8,5,8,Engagement,612,612
frame_j44zhny87dief9zp.jpg,framesdb,person1,Male,Adult,3,4,5,3,Happiness,500,500
frame_j44zhny87dief9zp.jpg,framesdb,person2,Male,Adult,3,5,5,4,Engagement,500,500
frame_j44zhny87dief9zp.jpg,framesdb,person2,Male,Adult,3,5,5,4,Peace,500,500
frame_j44zhny87dief9zp.jpg,framesdb,person3,Male,Adult,3,4,6,3,Engagement,500,500
frame_j44zhny87dief9zp.jpg,framesdb,person3,Male,Adult,3,4,6,3,Peace,500,500
frame_kpokdxsxymvz4qk3.jpg,framesdb,person1,Male,Adult,1,4,5,9,Engagement,960,500
COCO_train2014_000000524651.jpg,mscoco,person1,Female,Adult,1,7,8,7,Happiness,640,480
frame_08cmg83x4uc6vay4.jpg,framesdb,person1,Male,Adult,3,3,5,3,Engagement,3264,2448
frame_08cmg83x4uc6vay4.jpg,framesdb,person2,Male,Adult,3,4,5,5,Engagement,3264,2448
frame_08cmg83x4uc6vay4.jpg,framesdb,person3,Male,Adult,3,6,4,5,Confidence,3264,2448
frame_08cmg83x4uc6vay4.jpg,framesdb,person3,Male,Adult,3,6,4,5,Engagement,3264,2448
frame_3jwi6nrvfphi4lp6.jpg,framesdb,person1,Male,Adult,5,7,8,2,Engagement,730,433
frame_3jwi6nrvfphi4lp6.jpg,framesdb,person2,Male,Adult,5,6,7,3,Confidence,730,433
frame_3jwi6nrvfphi4lp6.jpg,framesdb,person2,Male,Adult,5,6,7,3,Esteem,730,433
frame_3jwi6nrvfphi4lp6.jpg,framesdb,person2,Male,Adult,5,6,7,3,Happiness,730,433
frame_3jwi6nrvfphi4lp6.jpg,framesdb,person2,Male,Adult,5,6,7,3,Pleasure,730,433
frame_3jwi6nrvfphi4lp6.jpg,framesdb,person3,Male,Adult,5,4,5,4,Engagement,730,433
frame_3jwi6nrvfphi4lp6.jpg,framesdb,person4,Male,Adult,5,6,5,6,Disquietment,730,433
frame_3jwi6nrvfphi4lp6.jpg,framesdb,person5,Male,Adult,5,6,6,5,Engagement,730,433
COCO_train2014_000000053608.jpg,mscoco,person1,Male,Adult,1,8,7,7,Engagement,640,452
COCO_train2014_000000274642.jpg,mscoco,person1,Female,Adult,1,8,10,6,Sensitivity,427,640
frame_hzo04gqf487tm689.jpg,framesdb,person1,Female,Adult,3,4,8,3,Engagement,370,556
frame_hzo04gqf487tm689.jpg,framesdb,person2,Female,Adult,3,6,8,6,Confidence,370,556
frame_hzo04gqf487tm689.jpg,framesdb,person2,Female,Adult,3,6,8,6,Excitement,370,556
frame_hzo04gqf487tm689.jpg,framesdb,person2,Female,Adult,3,6,8,6,Happiness,370,556
frame_hzo04gqf487tm689.jpg,framesdb,person3,Female,Adult,3,9,5,4,Happiness,370,556
frame_hzo04gqf487tm689.jpg,framesdb,person3,Female,Adult,3,9,5,4,Peace,370,556
COCO_val2014_000000482172.jpg,mscoco,person1,Male,Adult,1,7,6,7,Confidence,427,640
COCO_val2014_000000482172.jpg,mscoco,person1,Male,Adult,1,7,6,7,Excitement,427,640
COCO_val2014_000000576031.jpg,mscoco,person1,Male,Adult,1,8,6,10,Anticipation,640,480
COCO_val2014_000000576031.jpg,mscoco,person1,Male,Adult,1,8,6,10,Engagement,640,480
COCO_train2014_000000014103.jpg,mscoco,person1,Male,Adult,2,8,7,8,Excitement,640,425
COCO_train2014_000000014103.jpg,mscoco,person1,Male,Adult,2,8,7,8,Happiness,640,425
COCO_train2014_000000014103.jpg,mscoco,person1,Male,Adult,2,8,7,8,Pleasure,640,425
COCO_train2014_000000014103.jpg,mscoco,person2,Male,Adult,2,4,6,8,Engagement,640,425
frame_8bcjgl84a80cguy5.jpg,framesdb,person1,Female,Adult,3,6,5,5,Anticipation,675,457
frame_8bcjgl84a80cguy5.jpg,framesdb,person1,Female,Adult,3,6,5,5,Doubt/Confusion,675,457
frame_8bcjgl84a80cguy5.jpg,framesdb,person1,Female,Adult,3,6,5,5,Engagement,675,457
frame_8bcjgl84a80cguy5.jpg,framesdb,person2,Female,Adult,3,7,7,4,Disconnection,675,457
frame_8bcjgl84a80cguy5.jpg,framesdb,person3,Female,Adult,3,6,5,7,Anticipation,675,457
frame_8bcjgl84a80cguy5.jpg,framesdb,person3,Female,Adult,3,6,5,7,Happiness,675,457
frame_bwnq9ntic9dpamg2.jpg,framesdb,person1,Female,Adult,2,7,6,6,Engagement,500,354
frame_bwnq9ntic9dpamg2.jpg,framesdb,person2,Female,Adult,2,3,5,4,Anticipation,500,354
frame_bwnq9ntic9dpamg2.jpg,framesdb,person2,Female,Adult,2,3,5,4,Engagement,500,354
frame_bwnq9ntic9dpamg2.jpg,framesdb,person2,Female,Adult,2,3,5,4,Happiness,500,354
78tk87458zwsmxaoi7.jpg,emodb_small,person1,Female,Teenager,1,3,3,4,Disquietment,460,258
78tk87458zwsmxaoi7.jpg,emodb_small,person1,Female,Teenager,1,3,3,4,Doubt/Confusion,460,258
78tk87458zwsmxaoi7.jpg,emodb_small,person1,Female,Teenager,1,3,3,4,Fatigue,460,258
78tk87458zwsmxaoi7.jpg,emodb_small,person1,Female,Teenager,1,3,3,4,Sensitivity,460,258
78tk87458zwsmxaoi7.jpg,emodb_small,person1,Female,Teenager,1,3,3,4,Suffering,460,258
frame_6290od7o4jvss70n.jpg,framesdb,person1,Male,Adult,1,5,5,6,Anticipation,320,320
frame_6290od7o4jvss70n.jpg,framesdb,person1,Male,Adult,1,5,5,6,Doubt/Confusion,320,320
frame_6290od7o4jvss70n.jpg,framesdb,person1,Male,Adult,1,5,5,6,Engagement,320,320
COCO_train2014_000000498702.jpg,mscoco,person1,Male,Adult,2,8,7,8,Confidence,640,427
COCO_train2014_000000498702.jpg,mscoco,person1,Male,Adult,2,8,7,8,Engagement,640,427
COCO_train2014_000000498702.jpg,mscoco,person1,Male,Adult,2,8,7,8,Esteem,640,427
COCO_train2014_000000498702.jpg,mscoco,person1,Male,Adult,2,8,7,8,Excitement,640,427
COCO_train2014_000000498702.jpg,mscoco,person1,Male,Adult,2,8,7,8,Pleasure,640,427
COCO_train2014_000000498702.jpg,mscoco,person2,Male,Adult,2,6,6,9,Confidence,640,427
COCO_train2014_000000261879.jpg,mscoco,person1,Male,Adult,2,7,7,4,Engagement,640,427
COCO_train2014_000000261879.jpg,mscoco,person2,Male,Adult,2,4,5,2,Fatigue,640,427
COCO_train2014_000000167028.jpg,mscoco,person1,Female,Adult,2,5,4,4,Doubt/Confusion,640,480
COCO_train2014_000000167028.jpg,mscoco,person1,Female,Adult,2,5,4,4,Engagement,640,480
COCO_train2014_000000167028.jpg,mscoco,person2,Female,Adult,2,8,8,8,Engagement,640,480
frame_gq8umfw35sg36nlq.jpg,framesdb,person1,Male,Adult,2,9,4,4,Affection,634,418
frame_gq8umfw35sg36nlq.jpg,framesdb,person1,Male,Adult,2,9,4,4,Confidence,634,418
frame_gq8umfw35sg36nlq.jpg,framesdb,person1,Male,Adult,2,9,4,4,Engagement,634,418
frame_gq8umfw35sg36nlq.jpg,framesdb,person2,Male,Adult,2,6,5,6,Engagement,634,418
frame_gq8umfw35sg36nlq.jpg,framesdb,person2,Male,Adult,2,6,5,6,Excitement,634,418
frame_gq8umfw35sg36nlq.jpg,framesdb,person2,Male,Adult,2,6,5,6,Happiness,634,418
h705hnfsvdwf6mh2xw.jpg,emodb_small,person1,Female,Adult,2,4,3,7,Anger,300,300
h705hnfsvdwf6mh2xw.jpg,emodb_small,person1,Female,Adult,2,4,3,7,Annoyance,300,300
h705hnfsvdwf6mh2xw.jpg,emodb_small,person1,Female,Adult,2,4,3,7,Aversion,300,300
h705hnfsvdwf6mh2xw.jpg,emodb_small,person1,Female,Adult,2,4,3,7,Engagement,300,300
h705hnfsvdwf6mh2xw.jpg,emodb_small,person2,Female,Adult,2,9,2,8,Anger,300,300
h705hnfsvdwf6mh2xw.jpg,emodb_small,person2,Female,Adult,2,9,2,8,Annoyance,300,300
COCO_train2014_000000282027.jpg,mscoco,person1,Female,Adult,1,7,5,7,Anticipation,640,426
COCO_train2014_000000396793.jpg,mscoco,person1,Female,Teenager,1,7,6,6,Anticipation,640,427
frame_88u3mzsacaic5583.jpg,framesdb,person1,Male,Adult,1,6,6,6,Engagement,2586,3630
COCO_train2014_000000252375.jpg,mscoco,person1,Male,Teenager,1,7,5,7,Anticipation,443,640
COCO_train2014_000000252375.jpg,mscoco,person1,Male,Teenager,1,7,5,7,Engagement,443,640
frame_hdepjixs67t3l4zo.jpg,framesdb,person1,Female,Adult,3,6,8,6,Excitement,420,316
frame_hdepjixs67t3l4zo.jpg,framesdb,person1,Female,Adult,3,6,8,6,Happiness,420,316
frame_hdepjixs67t3l4zo.jpg,framesdb,person2,Female,Adult,3,8,4,4,Doubt/Confusion,420,316
frame_hdepjixs67t3l4zo.jpg,framesdb,person3,Female,Adult,3,2,7,3,Engagement,420,316
COCO_train2014_000000483078.jpg,mscoco,person1,Male,Kid,1,5,6,7,Anticipation,640,430
COCO_train2014_000000483078.jpg,mscoco,person1,Male,Kid,1,5,6,7,Confidence,640,430
COCO_train2014_000000483078.jpg,mscoco,person1,Male,Kid,1,5,6,7,Excitement,640,430
COCO_val2014_000000110392.jpg,mscoco,person1,Female,Adult,1,9,7,7,Engagement,640,426
COCO_train2014_000000509626.jpg,mscoco,person1,Male,Adult,2,4,2,5,Confidence,640,457
COCO_train2014_000000509626.jpg,mscoco,person1,Male,Adult,2,4,2,5,Engagement,640,457
COCO_train2014_000000509626.jpg,mscoco,person1,Male,Adult,2,4,2,5,Excitement,640,457
COCO_train2014_000000509626.jpg,mscoco,person2,Male,Adult,2,6,5,10,Anticipation,640,457
COCO_train2014_000000509626.jpg,mscoco,person2,Male,Adult,2,6,5,10,Engagement,640,457
COCO_train2014_000000509626.jpg,mscoco,person2,Male,Adult,2,6,5,10,Happiness,640,457
ab3l4riuiqrc4ivkqk.jpg,emodb_small,person1,Female,Adult,1,6,3,5,Disconnection,300,400
ab3l4riuiqrc4ivkqk.jpg,emodb_small,person1,Female,Adult,1,6,3,5,Peace,300,400
4le1bbiky5djx0iuln.jpg,emodb_small,person1,Male,Adult,3,8,6,6,Confidence,1280,720
4le1bbiky5djx0iuln.jpg,emodb_small,person1,Male,Adult,3,8,6,6,Esteem,1280,720
4le1bbiky5djx0iuln.jpg,emodb_small,person1,Male,Adult,3,8,6,6,Happiness,1280,720
4le1bbiky5djx0iuln.jpg,emodb_small,person2,Male,Adult,3,5,6,4,Excitement,1280,720
4le1bbiky5djx0iuln.jpg,emodb_small,person3,Male,Adult,3,4,5,4,Anticipation,1280,720
4le1bbiky5djx0iuln.jpg,emodb_small,person3,Male,Adult,3,4,5,4,Engagement,1280,720
4le1bbiky5djx0iuln.jpg,emodb_small,person3,Male,Adult,3,4,5,4,Yearning,1280,720
COCO_train2014_000000102225.jpg,mscoco,person1,Male,Teenager,1,7,5,9,Confidence,500,375
COCO_train2014_000000102225.jpg,mscoco,person1,Male,Teenager,1,7,5,9,Engagement,500,375
COCO_train2014_000000533291.jpg,mscoco,person1,Male,Adult,1,3,5,9,Confidence,500,375
COCO_train2014_000000533291.jpg,mscoco,person1,Male,Adult,1,3,5,9,Engagement,500,375
COCO_train2014_000000533291.jpg,mscoco,person1,Male,Adult,1,3,5,9,Excitement,500,375
frame_482f0lsguoiv0sk6.jpg,framesdb,person1,Male,Adult,2,6,5,6,Excitement,400,305
frame_482f0lsguoiv0sk6.jpg,framesdb,person2,Male,Adult,2,3,6,6,Engagement,400,305
COCO_train2014_000000377160.jpg,mscoco,person1,Female,Teenager,1,7,8,6,Happiness,500,375
COCO_val2014_000000510791.jpg,mscoco,person1,Male,Adult,1,9,7,5,Anticipation,640,428
COCO_val2014_000000510791.jpg,mscoco,person1,Male,Adult,1,9,7,5,Confidence,640,428
COCO_val2014_000000510791.jpg,mscoco,person1,Male,Adult,1,9,7,5,Esteem,640,428
COCO_train2014_000000252801.jpg,mscoco,person1,Male,Adult,1,7,6,6,Anticipation,640,480
COCO_val2014_000000108758.jpg,mscoco,person1,Male,Adult,1,7,7,5,Confidence,640,480
COCO_train2014_000000107072.jpg,mscoco,person1,Male,Adult,1,6,7,6,Anticipation,640,458
frame_ddghjgrf7k9jei5j.jpg,framesdb,person1,Male,Adult,1,9,5,2,Engagement,533,800
frame_7qztqnocqk4d67lc.jpg,framesdb,person1,Male,Adult,2,10,9,10,Anticipation,1100,733
frame_7qztqnocqk4d67lc.jpg,framesdb,person1,Male,Adult,2,10,9,10,Confidence,1100,733
frame_7qztqnocqk4d67lc.jpg,framesdb,person1,Male,Adult,2,10,9,10,Happiness,1100,733
frame_7qztqnocqk4d67lc.jpg,framesdb,person2,Male,Adult,2,6,5,8,Anticipation,1100,733
frame_7qztqnocqk4d67lc.jpg,framesdb,person2,Male,Adult,2,6,5,8,Doubt/Confusion,1100,733
frame_7qztqnocqk4d67lc.jpg,framesdb,person2,Male,Adult,2,6,5,8,Engagement,1100,733
frame_hkvjon62ft6acgnx.jpg,framesdb,person1,Male,Adult,1,6,5,6,Anticipation,364,381
frame_hkvjon62ft6acgnx.jpg,framesdb,person1,Male,Adult,1,6,5,6,Confidence,364,381
